Topic (Required),Topic Description (Optional),"Topic Type (Optional: 0=vocab,1=grammar,2=phrases,3=script,4=misc)",Native Text (Required),Native Context Line (Optional),Translation Text (Required),Translation Context Line (Optional),Translation Hint (Optional),Pronunciation Override (Optional)
vocab,,0,颗,,classifier for small spheres,,,kē
vocab,,0,可见,,it can clearly be seen (that this is the case),,,kě jiàn
vocab,,0,可靠,,reliable,,,kě kào
vocab,,0,可怕,,awful,,,kě pà
vocab,,0,刻苦,,hardworking,,,kè kǔ
vocab,,0,课程,,course,,,kè chéng
vocab,,0,克,,variant of 克[kè],,,kè
vocab,,0,克服,,(try to) overcome (hardships etc),,,kè fú
vocab,,0,客观,,objective,,,kè guān
vocab,,0,客厅,,drawing room (room for arriving guests),,,kè tīng
vocab,,0,空间,,space,,,kōng jiān
vocab,,0,恐怖,,terrible,,,kǒng bù
vocab,,0,空闲,,idle,,,kòng xián
vocab,,0,控制,,control,,,kòng zhì
vocab,,0,口味,,a person's preferences,,,kǒu wèi
vocab,,0,夸,,to boast,,,kuā
vocab,,0,会计,,accountant,,,kuài jì
vocab,,0,矿泉水,,mineral spring water,,,kuàng quán shuǐ
vocab,,0,辣椒,,hot pepper,,,là jiāo
vocab,,0,蜡烛,,candle,,,là zhú
vocab,,0,来自,,to come from (a place),,,lái zì
vocab,,0,拦,,to cut off,,,lán
vocab,,0,烂,,soft,,,làn
vocab,,0,狼,,wolf,,,láng
vocab,,0,劳动,,work,,,láo dòng
vocab,,0,劳驾,,excuse me,,,láo jià
vocab,,0,老百姓,,ordinary people,,,lǎo bǎi xìng
vocab,,0,老板,,boss,,,lǎo bǎn
vocab,,0,老实,,honest,,,lǎo shí
vocab,,0,老鼠,,rat,,,lǎo shǔ
vocab,,0,姥姥,,(informal) mother's mother,,,lǎo lao
vocab,,0,乐观,,optimistic,,,lè guān
vocab,,0,雷,,thunder,,,léi
vocab,,0,类,,kind,,,lèi
vocab,,0,梨,,pear,,,lí
vocab,,0,离婚,,to divorce,,,lí hūn
vocab,,0,厘米,,centimeter,,,lí mǐ
vocab,,0,礼拜天,,Sunday,,,lǐ bài tiān
vocab,,0,理论,,theory,,,lǐ lùn
vocab,,0,理由,,reason,,,lǐ yóu
vocab,,0,粒,,grain,,,lì
vocab,,0,立方,,cube,,,lì fāng
vocab,,0,立即,,immediately,,,lì jí
vocab,,0,立刻,,forthwith,,,lì kè
vocab,,0,力量,,power,,,lì liang
vocab,,0,利润,,profits,,,lì rùn
vocab,,0,利息,,interest (on a loan),,,lì xī
vocab,,0,利益,,benefit,,,lì yì
vocab,,0,利用,,exploit,,,lì yòng
vocab,,0,连忙,,promptly,,,lián máng
vocab,,0,连续剧,,serialized drama,,,lián xù jù
vocab,,0,联合,,to combine,,,lián hé
vocab,,0,恋爱,,(romantic) love,,,liàn ài
vocab,,0,良好,,good,,,liáng hǎo
vocab,,0,粮食,,foodstuff,,,liáng shi
vocab,,0,了不起,,amazing,,,liǎo bu qǐ
vocab,,0,临时,,at the instant sth happens,,,lín shí
vocab,,0,铃,,(small) bell,,,líng
vocab,,0,零件,,part,,,líng jiàn
vocab,,0,零钱,,change (of money),,,líng qián
vocab,,0,零食,,between-meal nibbles,,,líng shí
vocab,,0,灵活,,flexible,,,líng huó
vocab,,0,领导,,lead,,,lǐng dǎo
vocab,,0,领域,,domain,,,lǐng yù
vocab,,0,流传,,to spread,,,liú chuán
vocab,,0,浏览,,to skim over,,,liú lǎn
vocab,,0,龙,,dragon,,,lóng
vocab,,0,漏,,to leak,,,lòu
vocab,,0,露,,dew,,,lù
vocab,,0,陆地,,dry land (as opposed to the sea),,,lù dì
vocab,,0,陆续,,in turn,,,lù xù
vocab,,0,录取,,to recruit,,,lù qǔ
vocab,,0,录音,,to record (sound),,,lù yīn
vocab,,0,轮流,,to alternate,,,lún liú
vocab,,0,论文,,paper,,,lùn wén
vocab,,0,逻辑,,logic (loanword),,,luó ji
vocab,,0,落后,,to fall behind,,,luò hòu
vocab,,0,骂,,to scold,,,mà
vocab,,0,麦克风,,microphone (loanword),,,mài kè fēng
vocab,,0,馒头,,steamed roll,,,mán tou
vocab,,0,满足,,to satisfy,,,mǎn zú
vocab,,0,毛,,hair,,,máo
vocab,,0,毛病,,fault,,,máo bìng
vocab,,0,矛盾,,contradictory,,,máo dùn
vocab,,0,冒险,,to take risks,,,mào xiǎn
vocab,,0,贸易,,(commercial) trade,,,mào yì
vocab,,0,眉毛,,eyebrow,,,méi mao
vocab,,0,煤炭,,coal,,,méi tàn
vocab,,0,美术,,art,,,měi shù
vocab,,0,魅力,,charm,,,mèi lì
vocab,,0,迷路,,to lose the way,,,mí lù
vocab,,0,谜语,,riddle,,,mí yǔ
vocab,,0,密切,,close,,,mì qiè
vocab,,0,蜜蜂,,bee,,,mì fēng
vocab,,0,秘密,,secret,,,mì mì
vocab,,0,秘书,,secretary,,,mì shū
vocab,,0,棉花,,cotton,,,mián hua
vocab,,0,面对,,to confront,,,miàn duì
vocab,,0,面积,,area (of a floor,,,miàn ji
vocab,,0,面临,,to face sth,,,miàn lín
vocab,,0,描写,,to describe,,,miáo xiě
vocab,,0,苗条,,slim,,,miáo tiáo
vocab,,0,秒,,second (of time),,,miǎo
vocab,,0,民主,,democracy,,,mín zhǔ
vocab,,0,明确,,clear-cut,,,míng què
vocab,,0,明显,,clear,,,míng xiǎn
vocab,,0,明信片,,postcard,,,míng xìn piàn
vocab,,0,明星,,star,,,míng xīng
vocab,,0,名牌,,famous brand,,,míng pái
vocab,,0,名片,,(business) card,,,míng piàn
vocab,,0,名胜,,a place famous for its scenery or historical relics,,,míng shèng
vocab,,0,命令,,order,,,mìng lìng
vocab,,0,命运,,fate,,,mìng yùn
vocab,,0,摸,,to feel with the hand,,,mō
vocab,,0,摩托车,,motorbike,,,mó tuō chē
vocab,,0,模仿,,to imitate,,,mó fǎng
vocab,,0,模糊,,vague,,,mó hu
vocab,,0,陌生,,strange,,,mò shēng
vocab,,0,某,,some,,,mǒu
vocab,,0,目标,,target,,,mù biāo
vocab,,0,目录,,catalog,,,mù lù
vocab,,0,目前,,at the present time,,,mù qián
vocab,,0,木头,,slow-witted,,,mù tou
vocab,,0,哪怕,,even,,,nǎ pà
vocab,,0,难怪,,(it's) no wonder (that...),,,nán guài
vocab,,0,难看,,ugly,,,nán kàn
vocab,,0,脑袋,,head,,,nǎo dài
vocab,,0,内科,,internal medicine,,,nèi kē
vocab,,0,嫩,,tender,,,nèn
vocab,,0,能干,,capable,,,néng gàn
vocab,,0,能源,,energy,,,néng yuán
vocab,,0,年代,,a decade of a century (e.g. the Sixties),,,nián dài
vocab,,0,年纪,,age,,,nián jì
vocab,,0,念,,to read,,,niàn
vocab,,0,宁可,,preferably,,,nìng kě
vocab,,0,牛仔裤,,jeans,,,niú zǎi kù
vocab,,0,浓,,concentrated,,,nóng
vocab,,0,农民,,peasant,,,nóng mín
vocab,,0,农业,,agriculture,,,nóng yè
vocab,,0,女士,,lady,,,nǚ shì
vocab,,0,偶然,,incidentally,,,ǒu rán
vocab,,0,拍,,to pat,,,pāi
vocab,,0,排队,,to line up,,,pái duì
vocab,,0,排球,,volleyball,,,pái qiú
vocab,,0,派,,clique,,,pài
vocab,,0,盼望,,to hope for,,,pàn wàng
vocab,,0,赔偿,,to compensate,,,péi cháng
vocab,,0,培养,,to cultivate,,,péi yǎng
vocab,,0,配合,,matching,,,pèi hé
vocab,,0,佩服,,to admire,,,pèi fú
vocab,,0,盆,,basin,,,pén
vocab,,0,碰见,,to run into,,,pèng jiàn
vocab,,0,披,,to drape over one's shoulders,,,pī
vocab,,0,批,,to ascertain,,,pī
vocab,,0,批准,,to approve,,,pī zhǔn
vocab,,0,疲劳,,fatigue,,,pí láo
vocab,,0,皮鞋,,leather shoes,,,pí xié
vocab,,0,匹,,classifier for horses,,,pǐ
vocab,,0,片,,thin piece,,,piàn
vocab,,0,片面,,unilateral,,,piàn miàn
vocab,,0,飘,,to float,,,piāo
vocab,,0,频道,,frequency,,,pín dào
vocab,,0,品种,,breed,,,pǐn zhǒng
vocab,,0,凭,,to lean against,,,píng
vocab,,0,平,,flat,,,píng
vocab,,0,平常,,ordinary,,,píng cháng
vocab,,0,平等,,equal,,,píng děng
vocab,,0,平方,,square (as in square foot,,,píng fāng
vocab,,0,平衡,,balance,,,píng héng
vocab,,0,平静,,tranquil,,,píng jìng
vocab,,0,平均,,average,,,píng jūn
vocab,,0,评价,,to evaluate,,,píng jià
vocab,,0,破产,,to go bankrupt,,,pò chǎn
vocab,,0,破坏,,destruction,,,pò huài
vocab,,0,迫切,,urgent,,,pò qiè
vocab,,0,朴素,,plain and simple,,,pǔ sù
vocab,,0,期待,,to look forward to,,,qī dài
vocab,,0,期间,,period of time,,,qī jiān
vocab,,0,其余,,the rest,,,qí yú
vocab,,0,奇迹,,miracle,,,qí jì
vocab,,0,启发,,to enlighten,,,qǐ fā
vocab,,0,企图,,to attempt,,,qǐ tú
vocab,,0,企业,,company,,,qǐ yè
vocab,,0,气氛,,atmosphere,,,qì fēn
vocab,,0,汽油,,gasoline,,,qì yóu
vocab,,0,牵,,to pull (an animal on a tether),,,qiān
vocab,,0,签字,,to sign (a signature),,,qiān zì
vocab,,0,谦虚,,modest,,,qiān xū
vocab,,0,前途,,prospects,,,qián tú
vocab,,0,浅,,shallow,,,qiǎn
vocab,,0,欠,,deficient,,,qiàn
vocab,,0,枪,,gun,,,qiāng
vocab,,0,强调,,to emphasize (a statement),,,qiáng diào
vocab,,0,强烈,,intense,,,qiáng liè
vocab,,0,抢,,to fight over,,,qiǎng
vocab,,0,悄悄,,quietly,,,qiāo qiāo
vocab,,0,瞧,,to look at,,,qiáo
vocab,,0,巧妙,,ingenious,,,qiǎo miào
vocab,,0,切,,to cut,,,qiē
vocab,,0,亲爱,,dear,,,qīn ài
vocab,,0,亲切,,amiable,,,qīn qiè
vocab,,0,亲自,,personally,,,qīn zì
vocab,,0,侵略,,invasion,,,qīn lvè
vocab,,0,勤奋,,hardworking,,,qín fèn
vocab,,0,勤劳,,hardworking,,,qín láo
vocab,,0,青,,nature's color,,,qīng
vocab,,0,青春,,youth,,,qīng chūn
vocab,,0,青少年,,adolescent,,,qīng shào nián
vocab,,0,轻视,,contempt,,,qīng shì
vocab,,0,清淡,,light (of food,,,qīng dàn
vocab,,0,情景,,scene,,,qíng jǐng
vocab,,0,情绪,,mood,,,qíng xù
vocab,,0,请求,,request,,,qǐng qiú
vocab,,0,庆祝,,to celebrate,,,qìng zhù
vocab,,0,球迷,,soccer fan,,,qiú mí
vocab,,0,趋势,,trend,,,qū shì
vocab,,0,娶,,to take a wife,,,qǔ
vocab,,0,取消,,to cancel,,,qǔ xiāo
vocab,,0,去世,,to pass away,,,qù shì
vocab,,0,圈,,circle,,,quān
vocab,,0,全面,,all-around,,,quán miàn
vocab,,0,权力,,power,,,quán lì
vocab,,0,权利,,power,,,quán lì
vocab,,0,劝,,to advise,,,quàn
vocab,,0,缺乏,,shortage,,,quē fá
vocab,,0,确定,,definite,,,què dìng
vocab,,0,确认,,to confirm,,,què rèn
vocab,,0,燃烧,,to ignite,,,rán shāo
vocab,,0,嚷,,blurt out,,,rǎng
vocab,,0,绕,,to wind,,,rào
vocab,,0,热爱,,to love ardently,,,rè ài
vocab,,0,热烈,,warm (welcome etc),,,rè liè
vocab,,0,热心,,enthusiasm,,,rè xīn
vocab,,0,人才,,a person's talent,,,rén cái
vocab,,0,人口,,population,,,rén kǒu
vocab,,0,人类,,humanity,,,rén lèi
vocab,,0,人生,,life (one's time on earth),,,rén shēng
vocab,,0,人事,,human affairs,,,rén shì
vocab,,0,人物,,person,,,rén wù
vocab,,0,人员,,staff,,,rén yuán
vocab,,0,忍不住,,cannot help,,,rěn bu zhù
vocab,,0,日常,,daily,,,rì cháng
vocab,,0,日程,,schedule,,,rì chéng
vocab,,0,日历,,calendar,,,rì lì
vocab,,0,日期,,date,,,rì qī
vocab,,0,日用品,,articles for daily use,,,rì yòng pǐn
vocab,,0,融化,,to melt,,,róng huà
vocab,,0,荣幸,,honored,,,róng xìng
vocab,,0,荣誉,,honor,,,róng yù
vocab,,0,如何,,how,,,rú hé
vocab,,0,如今,,nowadays,,,rú jīn
vocab,,0,软件,,(computer) software,,,ruǎn jiàn
vocab,,0,弱,,weak,,,ruò
vocab,,0,洒,,to sprinkle,,,sǎ
vocab,,0,嗓子,,throat,,,sǎng zi
vocab,,0,杀,,to kill,,,shā
vocab,,0,沙漠,,desert,,,shā mò
vocab,,0,沙滩,,beach,,,shā tān
vocab,,0,傻,,foolish,,,shǎ
vocab,,0,晒,,to dry in the sun,,,shài
vocab,,0,删除,,to delete,,,shān chú
vocab,,0,闪电,,lightning,,,shǎn diàn
vocab,,0,善良,,good and honest,,,shàn liáng
vocab,,0,善于,,to be good at,,,shàn yú
vocab,,0,扇子,,fan,,,shān zi
vocab,,0,商品,,good,,,shāng pǐn
vocab,,0,商业,,business,,,shāng yè
vocab,,0,上当,,taken in (by sb's deceit),,,shàng dàng
vocab,,0,勺子,,scoop,,,sháo zi
vocab,,0,蛇,,snake,,,shé
vocab,,0,舌头,,tongue,,,shé tou
vocab,,0,舍不得,,to hate to do sth,,,shě bu de
vocab,,0,设备,,equipment,,,shè bèi
vocab,,0,设计,,plan,,,shè jì
vocab,,0,设施,,facilities,,,shè shī
vocab,,0,射击,,to shoot,,,shè jī
vocab,,0,摄影,,to take a photograph,,,shè yǐng
vocab,,0,伸,,to stretch,,,shēn
vocab,,0,深刻,,profound,,,shēn kè
vocab,,0,身材,,stature,,,shēn cái
vocab,,0,身份,,identity,,,shēn fèn
vocab,,0,神话,,legend,,,shén huà
vocab,,0,神经,,nerve,,,shén jīng
vocab,,0,神秘,,mysterious,,,shén mì
vocab,,0,升,,variant of 升[shēng],,,shēng
vocab,,0,生产,,childbirth,,,shēng chǎn
vocab,,0,生动,,vivid,,,shēng dòng
vocab,,0,声调,,tone,,,shēng diào
vocab,,0,绳子,,cord,,,shéng zi
vocab,,0,省略,,to leave out,,,shěng lvè
vocab,,0,胜利,,victory,,,shèng lì
vocab,,0,诗,,poem,,,shī
vocab,,0,失眠,,to suffer from insomnia,,,shī mián
vocab,,0,失去,,to lose,,,shī qù
vocab,,0,失业,,unemployment,,,shī yè
vocab,,0,时代,,age,,,shí dài
vocab,,0,时刻,,moment,,,shí kè
vocab,,0,时髦,,in vogue,,,shí máo
vocab,,0,时期,,period,,,shí qī
vocab,,0,时尚,,fashion,,,shí shàng
vocab,,0,实话,,truth,,,shí huà
vocab,,0,实践,,to practice,,,shí jiàn
vocab,,0,实习,,to practice,,,shí xí
vocab,,0,实现,,to achieve,,,shí xiàn
vocab,,0,实行,,to implement,,,shí xíng
vocab,,0,实验,,experiment,,,shí yàn
vocab,,0,实用,,practical,,,shí yòng
vocab,,0,食物,,food,,,shí wù
vocab,,0,石头,,stone,,,shí tou
vocab,,0,使劲儿,,Rearing,,,shǐ jìn ér
vocab,,0,始终,,from beginning to end,,,shǐ zhōng
vocab,,0,是否,,whether (or not),,,shì fǒu
vocab,,0,试卷,,examination paper,,,shì juàn
vocab,,0,士兵,,soldier,,,shì bīng
vocab,,0,似的,,seems as if,,,shì de
vocab,,0,事实,,fact,,,shì shí
vocab,,0,事物,,thing,,,shì wù
vocab,,0,事先,,in advance,,,shì xiān
vocab,,0,收获,,to harvest,,,shōu huò
vocab,,0,收据,,receipt,,,shōu jù
vocab,,0,手工,,handwork,,,shǒu gōng
vocab,,0,手术,,(surgical) operation,,,shǒu shù
vocab,,0,手套,,glove,,,shǒu tào
vocab,,0,手续,,procedure,,,shǒu xù
vocab,,0,手指,,finger,,,shǒu zhǐ
vocab,,0,受伤,,to sustain injuries,,,shòu shāng
vocab,,0,寿命,,life span,,,shòu mìng
vocab,,0,书架,,bookshelf,,,shū jià
vocab,,0,输入,,to import,,,shū rù
vocab,,0,蔬菜,,vegetables,,,shū cài
vocab,,0,舒适,,cozy,,,shū shì
vocab,,0,梳子,,comb,,,shū zi
vocab,,0,熟练,,practiced,,,shú liàn
vocab,,0,鼠标,,mouse (computing),,,shǔ biāo
vocab,,0,属于,,to be classified as,,,shǔ yú
vocab,,0,数据,,data,,,shù jù
vocab,,0,数码,,number,,,shù mǎ
vocab,,0,摔,,to throw down,,,shuāi
vocab,,0,甩,,to throw,,,shuǎi
vocab,,0,双方,,bilateral,,,shuāng fāng
vocab,,0,税,,taxes,,,shuì
vocab,,0,说不定,,can't say for sure,,,shuō bu dìng
vocab,,0,说服,,to persuade,,,shuō fú
vocab,,0,撕,,to tear,,,sī
vocab,,0,丝绸,,silk cloth,,,sī chóu
vocab,,0,丝毫,,the slightest amount or degree,,,sī háo
vocab,,0,思考,,to reflect on,,,sī kǎo
vocab,,0,思想,,thought,,,sī xiǎng
vocab,,0,私人,,private,,,sī rén
vocab,,0,似乎,,apparently,,,sì hū
vocab,,0,寺庙,,temple,,,sì miào
vocab,,0,宿舍,,dormitory,,,sù shè
vocab,,0,随时,,at any time,,,suí shí
vocab,,0,碎,,to break down,,,suì
vocab,,0,损失,,loss,,,sǔn shī
vocab,,0,缩短,,to curtail,,,suō duǎn
vocab,,0,缩小,,to reduce,,,suō xiǎo
vocab,,0,锁,,to lock up,,,suǒ
vocab,,0,所,,actually,,,suǒ
vocab,,0,所谓,,so-called,,,suǒ wèi
vocab,,0,塔,,pagoda,,,tǎ
vocab,,0,台阶,,steps,,,tái jiē
vocab,,0,太极拳,,shadowboxing or Taiji,,,tài jí quán
vocab,,0,太太,,married woman,,,tài tai
vocab,,0,谈判,,to negotiate,,,tán pàn
vocab,,0,坦率,,frank (discussion),,,tǎn shuài
vocab,,0,烫,,to scald,,,tàng
vocab,,0,桃,,peach,,,táo
vocab,,0,逃,,to escape,,,táo
vocab,,0,逃避,,to escape,,,táo bì
vocab,,0,套,,cover,,,tào
vocab,,0,特殊,,special,,,tè shū
vocab,,0,特意,,specially,,,tè yì
vocab,,0,特征,,characteristic,,,tè zhēng
vocab,,0,疼爱,,to love dearly,,,téng ài
vocab,,0,提,,to carry (hanging down from the hand),,,tí
vocab,,0,提倡,,to promote,,,tí chàng
vocab,,0,提纲,,the key point,,,tí gāng
vocab,,0,提问,,to question,,,tí wèn
vocab,,0,题目,,subject,,,tí mù
vocab,,0,体会,,to know from experience,,,tǐ huì
vocab,,0,体积,,volume,,,tǐ jī
vocab,,0,体贴,,considerate (of other people's needs),,,tǐ tiē
vocab,,0,体现,,to embody,,,tǐ xiàn
vocab,,0,体验,,to experience for oneself,,,tǐ yàn
vocab,,0,天空,,sky,,,tiān kōng
vocab,,0,天真,,naive,,,tiān zhēn
vocab,,0,田野,,field,,,tián yě
vocab,,0,调皮,,naughty,,,tiáo pí
vocab,,0,调整,,to adjust,,,tiáo zhěng
vocab,,0,挑战,,to challenge,,,tiǎo zhàn
vocab,,0,通常,,regular,,,tōng cháng
vocab,,0,通讯,,communications,,,tōng xùn
vocab,,0,铜,,copper (chemistry),,,tóng
vocab,,0,同时,,at the same time,,,tóng shí
vocab,,0,统一,,to unify,,,tǒng yī
vocab,,0,统治,,to rule (a country),,,tǒng zhì
vocab,,0,痛苦,,pain,,,tòng kǔ
vocab,,0,痛快,,overjoyed,,,tòng kuài
vocab,,0,投资,,investment,,,tóu zī
vocab,,0,透明,,transparent,,,tòu míng
vocab,,0,突出,,prominent,,,tū chū
vocab,,0,土地,,land,,,tǔ dì
vocab,,0,土豆,,potato,,,tǔ dòu
vocab,,0,吐,,to vomit,,,tù
vocab,,0,兔子,,hare,,,tù zi
vocab,,0,团,,dumpling,,,tuán
vocab,,0,推辞,,to decline (an appointment,,,tuī cí
vocab,,0,推广,,to extend,,,tuī guǎng
vocab,,0,推荐,,to recommend,,,tuī jiàn
vocab,,0,退,,to retreat,,,tuì
vocab,,0,退步,,to do less well than before,,,tuì bù
vocab,,0,退休,,to retire,,,tuì xiū
vocab,,0,歪,,askew,,,wāi
vocab,,0,外交,,diplomacy,,,wài jiāo
vocab,,0,弯,,bend,,,wān
vocab,,0,完美,,perfect,,,wán měi
vocab,,0,完善,,perfect,,,wán shàn
vocab,,0,完整,,complete,,,wán zhěng
vocab,,0,玩具,,plaything,,,wán jù
vocab,,0,万一,,just in case,,,wàn yī
vocab,,0,王子,,prince,,,wáng zǐ
vocab,,0,往返,,to go back and forth,,,wǎng fǎn
vocab,,0,微笑,,smile,,,wēi xiào
vocab,,0,威胁,,to threaten,,,wēi xié
vocab,,0,危害,,to jeopardize,,,wēi hài
vocab,,0,违反,,to violate (a law),,,wéi fǎn
vocab,,0,维护,,to defend,,,wéi hù
vocab,,0,围巾,,scarf,,,wéi jīn
vocab,,0,围绕,,to revolve around,,,wéi rào
vocab,,0,唯一,,only,,,wéi yī
vocab,,0,尾巴,,tail,,,wěi ba
vocab,,0,伟大,,great,,,wěi dà
vocab,,0,委屈,,to feel wronged,,,wěi qu
vocab,,0,委托,,to entrust,,,wěi tuō
vocab,,0,胃,,stomach,,,wèi
vocab,,0,位置,,position,,,wèi zhi
vocab,,0,未必,,not necessarily,,,wèi bì
vocab,,0,未来,,future,,,wèi lái
vocab,,0,卫生间,,bathroom,,,wèi shēng jiān
vocab,,0,温暖,,warm,,,wēn nuǎn
vocab,,0,温柔,,gentle and soft,,,wēn róu
vocab,,0,闻,,to hear,,,wén
vocab,,0,文件,,document,,,wén jiàn
vocab,,0,文具,,stationery,,,wén jù
vocab,,0,文明,,civilized,,,wén míng
vocab,,0,文学,,literature,,,wén xué
vocab,,0,吻,,kiss,,,wěn
vocab,,0,稳定,,steady,,,wěn dìng
vocab,,0,问候,,to give one's respects,,,wèn hòu
vocab,,0,卧室,,bedroom,,,wò shì
vocab,,0,屋子,,house,,,wū zi
vocab,,0,无奈,,helpless,,,wú nài
vocab,,0,无数,,countless,,,wú shù
vocab,,0,武器,,weapon,,,wǔ qì
vocab,,0,武术,,military skill or technique (in former times),,,wǔ shù
vocab,,0,雾,,fog,,,wù
vocab,,0,物理,,physics,,,wù lǐ
vocab,,0,物质,,matter,,,wù zhì
vocab,,0,吸收,,to absorb,,,xī shōu
vocab,,0,系,,to connect,,,xì
vocab,,0,系统,,system,,,xì tǒng
vocab,,0,细节,,details,,,xì jié
vocab,,0,戏剧,,drama,,,xì jù
vocab,,0,瞎,,blind,,,xiā
vocab,,0,吓,,to frighten,,,xià
vocab,,0,下载,,to download,,,xià zǎi
vocab,,0,鲜艳,,bright-colored,,,xiān yàn
vocab,,0,显得,,to seem,,,xiǎn de
vocab,,0,显然,,clear,,,xiǎn rán
vocab,,0,显示,,to show,,,xiǎn shì
vocab,,0,县,,county,,,xiàn
vocab,,0,现金,,cash,,,xiàn jīn
vocab,,0,现实,,reality,,,xiàn shí
vocab,,0,现象,,appearance,,,xiàn xiàng
vocab,,0,相处,,to be in contact with,,,xiāng chǔ
vocab,,0,相当,,equivalent to,,,xiāng dāng
vocab,,0,相对,,relatively,,,xiāng duì
vocab,,0,相关,,to be interrelated,,,xiāng guān
vocab,,0,相似,,to resemble,,,xiāng sì
vocab,,0,想念,,to miss,,,xiǎng niàn
vocab,,0,想象,,to imagine,,,xiǎng xiàng
vocab,,0,享受,,to enjoy,,,xiǎng shòu
vocab,,0,项,,back of neck,,,xiàng
vocab,,0,项链,,necklace,,,xiàng liàn
vocab,,0,项目,,item,,,xiàng mù
vocab,,0,橡皮,,rubber,,,xiàng pí
vocab,,0,象棋,,Chinese chess,,,xiàng qí
vocab,,0,象征,,emblem,,,xiàng zhēng
vocab,,0,消费,,to consume,,,xiāo fèi
vocab,,0,消化,,to digest,,,xiāo huà
vocab,,0,消灭,,to put an end to,,,xiāo miè
vocab,,0,消失,,to disappear,,,xiāo shī
vocab,,0,销售,,to sell,,,xiāo shòu
vocab,,0,小吃,,snack,,,xiǎo chī
vocab,,0,小伙子,,young man,,,xiǎo huǒ zi
vocab,,0,小麦,,wheat,,,xiǎo mài
vocab,,0,小气,,stingy,,,xiǎo qì
vocab,,0,小偷,,thief,,,xiǎo tōu
vocab,,0,效率,,efficiency,,,xiào lǜ
vocab,,0,孝顺,,filial piety,,,xiào shùn
vocab,,0,歇,,to rest,,,xiē
vocab,,0,斜,,inclined,,,xié
vocab,,0,协调,,to coordinate,,,xié tiáo
vocab,,0,心理,,mental,,,xīn lǐ
vocab,,0,心脏,,heart,,,xīn zàng
vocab,,0,欣赏,,to appreciate,,,xīn shǎng
vocab,,0,信封,,envelope,,,xìn fēng
vocab,,0,信号,,signal,,,xìn hào
vocab,,0,信息,,information,,,xìn xī
vocab,,0,行动,,operation,,,xíng dòng
vocab,,0,行人,,pedestrian,,,xíng rén
vocab,,0,行为,,action,,,xíng wéi
vocab,,0,形成,,to form,,,xíng chéng
vocab,,0,形容,,to describe,,,xíng róng
vocab,,0,形式,,form,,,xíng shì
vocab,,0,形势,,circumstances,,,xíng shì
vocab,,0,形象,,image,,,xíng xiàng
vocab,,0,形状,,form,,,xíng zhuàng
vocab,,0,性质,,nature,,,xìng zhì
vocab,,0,幸亏,,fortunately,,,xìng kuī
vocab,,0,幸运,,fortunate,,,xìng yùn
vocab,,0,胸,,chest,,,xiōng
vocab,,0,兄弟,,brothers,,,xiōng dì
vocab,,0,雄伟,,grand,,,xióng wěi
vocab,,0,修改,,to amend,,,xiū gǎi
vocab,,0,休闲,,leisure,,,xiū xián
vocab,,0,虚心,,modest,,,xū xīn
vocab,,0,叙述,,to relate (a story or information),,,xù shù
vocab,,0,宣布,,to declare,,,xuān bù
vocab,,0,宣传,,to disseminate,,,xuān chuán
vocab,,0,选举,,to elect,,,xuǎn jǔ
vocab,,0,学期,,term,,,xué qī
vocab,,0,学术,,learning,,,xué shù
vocab,,0,学问,,learning,,,xué wèn
vocab,,0,寻找,,to seek,,,xún zhǎo
vocab,,0,询问,,to inquire,,,xún wèn
vocab,,0,训练,,to train,,,xùn liàn
vocab,,0,迅速,,rapid,,,xùn sù
vocab,,0,延长,,to prolong,,,yán cháng
vocab,,0,严肃,,solemn,,,yán sù
vocab,,0,宴会,,banquet,,,yàn huì
vocab,,0,阳台,,balcony,,,yáng tái
vocab,,0,痒,,to itch,,,yǎng
vocab,,0,样式,,type,,,yàng shì
vocab,,0,腰,,waist,,,yāo
vocab,,0,摇,,to shake,,,yáo
vocab,,0,咬,,to bite,,,yǎo
vocab,,0,要不,,otherwise,,,yào bù
vocab,,0,要是,,if,,,yào shi
vocab,,0,夜,,night,,,yè
vocab,,0,液体,,liquid,,,yè tǐ
vocab,,0,业务,,business,,,yè wù
vocab,,0,业余,,spare time,,,yè yú
vocab,,0,依然,,still,,,yī rán
vocab,,0,一辈子,,(for) a lifetime,,,yī bèi zi
vocab,,0,一旦,,in case (sth happens),,,yī dàn
vocab,,0,一路,,the whole journey,,,yī lù
vocab,,0,一致,,unanimous,,,yī zhì
vocab,,0,遗憾,,regret,,,yí hàn
vocab,,0,移动,,to move,,,yí dòng
vocab,,0,移民,,to immigrate,,,yí mín
vocab,,0,疑问,,question,,,yí wèn
vocab,,0,乙,,second of 10 heavenly stems 十天干,,,yǐ
vocab,,0,以及,,as well as,,,yǐ jí
vocab,,0,以来,,since (a previous event),,,yǐ lái
vocab,,0,意外,,unexpected,,,yì wài
vocab,,0,意义,,sense,,,yì yì
vocab,,0,议论,,to comment,,,yì lùn
vocab,,0,义务,,duty,,,yì wù
vocab,,0,因而,,therefore,,,yīn ér
vocab,,0,因素,,element,,,yīn sù
vocab,,0,银,,silver,,,yín
vocab,,0,英俊,,handsome,,,yīng jùn
vocab,,0,英雄,,hero,,,yīng xióng
vocab,,0,迎接,,to meet,,,yíng jiē
vocab,,0,营养,,nutrition,,,yíng yǎng
vocab,,0,营业,,to do business,,,yíng yè
