Topic (Required),Topic Description (Optional),"Topic Type (Optional: 0=vocab,1=grammar,2=phrases,3=script,4=misc)",Native Text (Required),Native Context Line (Optional),Translation Text (Required),Translation Context Line (Optional),Translation Hint (Optional),Pronunciation Override (Optional)
vocab,,0,反射,,to reflect,,,fǎn shè
vocab,,0,反思,,to think back over sth,,,fǎn sī
vocab,,0,反问,,to ask (a question) in reply,,,fǎn wèn
vocab,,0,反之,,on the other hand...,,,fǎn zhī
vocab,,0,范畴,,category,,,fàn chóu
vocab,,0,泛滥,,to be in flood,,,fàn làn
vocab,,0,贩卖,,to sell,,,fàn mài
vocab,,0,方位,,direction,,,fāng wèi
vocab,,0,方言,,dialect,,,fāng yán
vocab,,0,方针,,policy,,,fāng zhēn
vocab,,0,防守,,to defend,,,fáng shǒu
vocab,,0,防疫,,disease prevention,,,fáng yì
vocab,,0,防御,,defense,,,fáng yù
vocab,,0,防止,,to prevent,,,fáng zhǐ
vocab,,0,防治,,prevention and cure,,,fáng zhì
vocab,,0,纺织,,spinning and weaving,,,fǎng zhī
vocab,,0,放大,,to enlarge,,,fàng dà
vocab,,0,放射,,to radiate,,,fàng shè
vocab,,0,放手,,to let go one's hold,,,fàng shǒu
vocab,,0,非法,,illegal,,,fēi fǎ
vocab,,0,飞禽走兽,,birds and animals,,,fēi qín zǒu shòu
vocab,,0,飞翔,,to fly,,,fēi xiáng
vocab,,0,飞跃,,to leap,,,fēi yuè
vocab,,0,肥沃,,fertile,,,féi wò
vocab,,0,诽谤,,to slander,,,fěi bàng
vocab,,0,匪徒,,gangster,,,fěi tú
vocab,,0,废除,,to abolish,,,fèi chú
vocab,,0,废墟,,ruins,,,fèi xū
vocab,,0,沸腾,,boiling,,,fèi téng
vocab,,0,分辨,,to distinguish,,,fēn biàn
vocab,,0,分寸,,propriety,,,fēn cùn
vocab,,0,分红,,a bonus,,,fēn hóng
vocab,,0,分解,,to resolve,,,fēn jiě
vocab,,0,分裂,,to split up,,,fēn liè
vocab,,0,分泌,,to secrete,,,fēn mì
vocab,,0,分明,,clearly demarcated,,,fēn míng
vocab,,0,分歧,,difference (of opinion,,,fēn qí
vocab,,0,分散,,to scatter,,,fēn sàn
vocab,,0,分手,,to split up,,,fēn shǒu
vocab,,0,吩咐,,to tell,,,fēn fù
vocab,,0,坟墓,,sepulcher,,,fén mù
vocab,,0,粉末,,fine powder,,,fěn mò
vocab,,0,粉色,,white,,,fěn sè
vocab,,0,粉碎,,to crush,,,fěn suì
vocab,,0,分量,,quantity,,,fèn liang
vocab,,0,风暴,,storm,,,fēng bào
vocab,,0,风度,,elegance (for men),,,fēng dù
vocab,,0,风光,,scene,,,fēng guāng
vocab,,0,风气,,general mood,,,fēng qì
vocab,,0,风趣,,humor,,,fēng qù
vocab,,0,风土人情,,local conditions and customs (idiom),,,fēng tǔ rén qíng
vocab,,0,风味,,local flavor,,,fēng wèi
vocab,,0,封闭,,to seal,,,fēng bì
vocab,,0,封建,,system of enfeoffment,,,fēng jiàn
vocab,,0,封锁,,to blockade,,,fēng suǒ
vocab,,0,丰满,,ample,,,fēng mǎn
vocab,,0,丰盛,,rich,,,fēng shèng
vocab,,0,丰收,,bumper harvest,,,fēng shōu
vocab,,0,锋利,,sharp (e.g. knife blade),,,fēng lì
vocab,,0,逢,,to meet by chance,,,féng
vocab,,0,奉献,,to consecrate,,,fèng xiàn
vocab,,0,否决,,veto,,,fǒu jué
vocab,,0,夫妇,,a (married) couple,,,fū fù
vocab,,0,夫人,,lady,,,fū ren
vocab,,0,敷衍,,to elaborate (on a theme),,,fū yǎn
vocab,,0,幅度,,width,,,fú dù
vocab,,0,服气,,to be convinced,,,fú qì
vocab,,0,符号,,symbol,,,fú hào
vocab,,0,福利,,(material) welfare,,,fú lì
vocab,,0,福气,,good fortune,,,fú qi
vocab,,0,俘虏,,captive,,,fú lǔ
vocab,,0,辐射,,radiation,,,fú shè
vocab,,0,腐败,,corruption,,,fǔ bài
vocab,,0,腐烂,,to rot,,,fǔ làn
vocab,,0,腐蚀,,corrosion,,,fǔ shí
vocab,,0,腐朽,,rotten,,,fǔ xiǔ
vocab,,0,辅助,,to assist,,,fǔ zhù
vocab,,0,抚养,,to foster,,,fǔ yǎng
vocab,,0,俯仰,,lowering and raising of the head,,,fǔ yǎng
vocab,,0,富裕,,prosperous,,,fù yù
vocab,,0,副,,secondary,,,fù
vocab,,0,副作用,,side effect,,,fù zuò yòng
vocab,,0,负担,,burden,,,fù dān
vocab,,0,覆盖,,to cover,,,fù gài
vocab,,0,附和,,to parrot,,,fù hè
vocab,,0,附件,,enclosure,,,fù jiàn
vocab,,0,附属,,subsidiary,,,fù shǔ
vocab,,0,复活,,resurrection,,,fù huó
vocab,,0,复兴,,to revive,,,fù xīng
vocab,,0,腹泻,,diarrhea,,,fù xiè
vocab,,0,赋予,,to assign,,,fù yǔ
vocab,,0,改良,,to improve,,,gǎi liáng
vocab,,0,盖章,,to affix a seal (to sth),,,gài zhāng
vocab,,0,干旱,,drought,,,gān hàn
vocab,,0,干扰,,to interfere,,,gān rǎo
vocab,,0,干涉,,to interfere,,,gān shè
vocab,,0,干预,,to meddle,,,gān yù
vocab,,0,尴尬,,awkward,,,gān gà
vocab,,0,甘心,,to be willing to,,,gān xīn
vocab,,0,感慨,,to sigh with sorrow,,,gǎn kǎi
vocab,,0,感染,,infection,,,gǎn rǎn
vocab,,0,干劲,,enthusiasm for doing sth,,,gàn jìn
vocab,,0,纲领,,program,,,gāng lǐng
vocab,,0,港口,,port,,,gǎng kǒu
vocab,,0,港湾,,natural harbor,,,gǎng wān
vocab,,0,岗位,,a post,,,gǎng wèi
vocab,,0,杠杆,,lever,,,gàng gǎn
vocab,,0,高超,,excellent,,,gāo chāo
vocab,,0,高潮,,high tide,,,gāo cháo
vocab,,0,高峰,,peak,,,gāo fēng
vocab,,0,高考,,college entrance exam (abbr. for 普通高等學校招生全國統一考試|普通高等学校招生全国统一考试),,,gāo kǎo
vocab,,0,高明,,brilliant,,,gāo míng
vocab,,0,高尚,,noble,,,gāo shàng
vocab,,0,高涨,,upsurge,,,gāo zhǎng
vocab,,0,稿件,,rough draft,,,gǎo jiàn
vocab,,0,告辞,,to say goodbye,,,gào cí
vocab,,0,告诫,,to warn,,,gào jiè
vocab,,0,割,,to cut,,,gē
vocab,,0,搁,,to place,,,gē
vocab,,0,疙瘩,,swelling or lump on skin,,,gē da
vocab,,0,歌颂,,to sing the praises of,,,gē sòng
vocab,,0,隔阂,,estrangement,,,gé hé
vocab,,0,隔离,,to separate,,,gé lí
vocab,,0,格局,,structure,,,gé jú
vocab,,0,格式,,form,,,gé shì
vocab,,0,个体,,individual,,,gè tǐ
vocab,,0,各抒己见,,everyone gives their own view,,,gè shū jǐ jiàn
vocab,,0,根深蒂固,,deep-rooted (problem etc),,,gēn shēn dì gù
vocab,,0,根源,,origin,,,gēn yuán
vocab,,0,跟前,,in front of,,,gēn qián
vocab,,0,跟随,,to follow,,,gēn suí
vocab,,0,跟踪,,to follow sb's tracks,,,gēn zōng
vocab,,0,耕地,,arable land,,,gēng dì
vocab,,0,更新,,to replace the old with new,,,gēng xīn
vocab,,0,更正,,to correct,,,gēng zhèng
vocab,,0,公安局,,public security bureau,,,gōng ān jú
vocab,,0,公道,,fair,,,gōng dao
vocab,,0,公告,,post,,,gōng gào
vocab,,0,公关,,public relations,,,gōng guān
vocab,,0,公民,,citizen,,,gōng mín
vocab,,0,公婆,,husband's parents,,,gōng pó
vocab,,0,公然,,openly,,,gōng rán
vocab,,0,公认,,publicly known (to be),,,gōng rèn
vocab,,0,公式,,formula,,,gōng shì
vocab,,0,公务,,official business,,,gōng wù
vocab,,0,公正,,just,,,gōng zhèng
vocab,,0,公证,,notarization,,,gōng zhèng
vocab,,0,供不应求,,supply does not meet demand,,,gōng bù yìng qiú
vocab,,0,供给,,to furnish,,,gōng jǐ
vocab,,0,工夫,,time,,,gōng fu
vocab,,0,工艺品,,handicraft article,,,gōng yì pǐn
vocab,,0,宫殿,,palace,,,gōng diàn
vocab,,0,功课,,homework,,,gōng kè
vocab,,0,功劳,,contribution,,,gōng láo
vocab,,0,功效,,efficacy,,,gōng xiào
vocab,,0,攻击,,to attack,,,gōng jī
vocab,,0,攻克,,to capture,,,gōng kè
vocab,,0,恭敬,,deferential,,,gōng jìng
vocab,,0,巩固,,to consolidate,,,gǒng gù
vocab,,0,共和国,,republic,,,gòng hé guó
vocab,,0,共计,,to sum up to,,,gòng jì
vocab,,0,共鸣,,resonance (physics),,,gòng míng
vocab,,0,勾结,,to collude with,,,gōu jié
vocab,,0,钩子,,hook,,,gōu zi
vocab,,0,构思,,to design,,,gòu sī
vocab,,0,孤独,,lonely,,,gū dú
vocab,,0,孤立,,isolate,,,gū lì
vocab,,0,辜负,,to fail to live up (to expectations),,,gū fù
vocab,,0,姑且,,temporarily,,,gū qiě
vocab,,0,古董,,curio,,,gǔ dǒng
vocab,,0,古怪,,eccentric,,,gǔ guài
vocab,,0,股东,,shareholder,,,gǔ dōng
vocab,,0,股份,,a share (in a company),,,gǔ fèn
vocab,,0,鼓动,,to agitate,,,gǔ dòng
vocab,,0,骨干,,diaphysis (long segment of a bone),,,gǔ gàn
vocab,,0,固然,,admittedly (it's true that...),,,gù rán
vocab,,0,固有,,intrinsic to sth,,,gù yǒu
vocab,,0,固执,,obstinate,,,gù zhí
vocab,,0,顾虑,,misgivings,,,gù lǜ
vocab,,0,顾问,,adviser,,,gù wèn
vocab,,0,故乡,,home,,,gù xiāng
vocab,,0,故障,,malfunction,,,gù zhàng
vocab,,0,拐杖,,crutches,,,guǎi zhàng
vocab,,0,关照,,to take care,,,guān zhào
vocab,,0,官方,,official,,,guān fāng
vocab,,0,观光,,to tour,,,guān guāng
vocab,,0,管辖,,to administer,,,guǎn xiá
vocab,,0,罐,,can,,,guàn
vocab,,0,贯彻,,to implement,,,guàn chè
vocab,,0,灌溉,,to irrigate,,,guàn gài
vocab,,0,惯例,,convention,,,guàn lì
vocab,,0,光彩,,luster,,,guāng cǎi
vocab,,0,光辉,,radiance,,,guāng huī
vocab,,0,光芒,,rays of light,,,guāng máng
vocab,,0,广阔,,wide,,,guǎng kuò
vocab,,0,规范,,norm,,,guī fàn
vocab,,0,规格,,standard,,,guī gé
vocab,,0,规划,,to plan (how to do sth),,,guī huà
vocab,,0,规章,,rule,,,guī zhāng
vocab,,0,归根到底,,(saying) to sum it up...,,,guī gēn dào dǐ
vocab,,0,归还,,to return sth,,,guī huán
vocab,,0,归纳,,to sum up,,,guī nà
vocab,,0,轨道,,orbit,,,guǐ dào
vocab,,0,跪,,to kneel,,,guì
vocab,,0,贵族,,lord,,,guì zú
vocab,,0,棍棒,,club,,,gùn bàng
vocab,,0,国防,,national defense,,,guó fáng
vocab,,0,国务院,,State Council (PRC),,,Guó Wù Yuàn
vocab,,0,果断,,firm,,,guǒ duàn
vocab,,0,过度,,excessive,,,guò dù
vocab,,0,过渡,,to cross over (by ferry),,,guò dù
vocab,,0,过奖,,to over-praise,,,guò jiǎng
vocab,,0,过滤,,to filter,,,guò lǜ
vocab,,0,过失,,defect,,,guò shī
vocab,,0,过问,,to show an interest in,,,guò wèn
vocab,,0,过瘾,,to satisfy a craving,,,guò yǐn
vocab,,0,过于,,too much,,,guò yú
vocab,,0,嗨,,oh alas,,,hāi
vocab,,0,海拔,,height above sea level,,,hǎi bá
vocab,,0,海滨,,shore,,,hǎi bīn
vocab,,0,含糊,,obscurity,,,hán hú
vocab,,0,含义,,meaning (implicit in a phrase),,,hán yì
vocab,,0,寒暄,,exchanging conventional greetings,,,hán xuān
vocab,,0,罕见,,rare,,,hǎn jiàn
vocab,,0,捍卫,,to defend,,,hàn wèi
vocab,,0,航空,,aviation,,,háng kōng
vocab,,0,航天,,space flight,,,háng tiān
vocab,,0,航行,,to sail,,,háng xíng
vocab,,0,行列,,procession,,,háng liè
vocab,,0,豪迈,,bold,,,háo mài
vocab,,0,毫米,,millimeter,,,háo mǐ
vocab,,0,毫无,,not in the least,,,háo wú
vocab,,0,号召,,to call,,,hào zhào
vocab,,0,耗费,,to waste,,,hào fèi
vocab,,0,好客,,hospitality,,,hào kè
vocab,,0,呵,,expel breath,,,hē
vocab,,0,和蔼,,kindly,,,hé ǎi
vocab,,0,和解,,to settle (a dispute out of court),,,hé jiě
vocab,,0,和睦,,peaceful relations,,,hé mù
vocab,,0,和气,,friendly,,,hé qi
vocab,,0,和谐,,harmonious,,,hé xié
vocab,,0,合并,,to merge,,,hé bìng
vocab,,0,合成,,to compose,,,hé chéng
vocab,,0,合乎,,to accord with,,,hé hū
vocab,,0,合伙,,to act jointly,,,hé huǒ
vocab,,0,合身,,well-fitting (of clothes),,,hé shēn
vocab,,0,合算,,worthwhile,,,hé suàn
vocab,,0,嘿,,hey,,,hēi
vocab,,0,痕迹,,vestige,,,hén jì
vocab,,0,狠心,,callous,,,hěn xīn
vocab,,0,恨不得,,wishing one could do sth,,,hèn bu dé
vocab,,0,哼,,to groan,,,hēng
vocab,,0,哄,,roar of laughter (onomatopoeia),,,hōng
vocab,,0,烘,,to bake,,,hōng
vocab,,0,轰动,,to cause a sensation,,,hōng dòng
vocab,,0,红包,,lit. money wrapped in red as a gift,,,hóng bāo
vocab,,0,宏观,,macro-,,,hóng guān
vocab,,0,宏伟,,grand,,,hóng wěi
vocab,,0,洪水,,deluge,,,hóng shuǐ
vocab,,0,喉咙,,throat,,,hóu lóng
vocab,,0,吼,,roar or howl of an animal,,,hǒu
vocab,,0,后代,,posterity,,,hòu dài
vocab,,0,后顾之忧,,fears of trouble in the rear (idiom); family worries (obstructing freedom of action),,,hòu gù zhī yōu
vocab,,0,后勤,,logistics,,,hòu qín
vocab,,0,候选,,candidate,,,hòu xuǎn
vocab,,0,忽略,,to neglect,,,hū lvè
vocab,,0,呼啸,,to whistle,,,hū xiào
vocab,,0,呼吁,,to call on (sb to do sth),,,hū yù
vocab,,0,胡乱,,careless,,,hú luàn
vocab,,0,湖泊,,lake,,,hú pō
vocab,,0,互联网,,the Internet,,,Hù lián wǎng
vocab,,0,花瓣,,petal,,,huā bàn
vocab,,0,华丽,,gorgeous,,,huá lì
vocab,,0,华侨,,overseas Chinese,,,huá qiáo
vocab,,0,画蛇添足,,lit. draw legs on a snake (idiom); fig. to ruin the effect by adding sth superfluous,,,huà shé tiān zú
vocab,,0,化肥,,fertilizer,,,huà féi
vocab,,0,化石,,fossil,,,huà shí
vocab,,0,化验,,laboratory test,,,huà yàn
vocab,,0,化妆,,to put on makeup,,,huà zhuāng
vocab,,0,划分,,to divide,,,huà fēn
vocab,,0,话筒,,microphone,,,huà tǒng
vocab,,0,怀孕,,pregnant,,,huái yùn
vocab,,0,欢乐,,gaiety,,,huān lè
vocab,,0,还原,,to restore to the original state,,,huán yuán
vocab,,0,环节,,round segment,,,huán jié
vocab,,0,缓和,,to ease (tension),,,huǎn hé
vocab,,0,患者,,patient,,,huàn zhě
vocab,,0,荒凉,,desolate,,,huāng liáng
vocab,,0,荒谬,,absurd,,,huāng miù
vocab,,0,荒唐,,beyond belief,,,huāng táng
vocab,,0,慌忙,,in a great rush,,,huāng máng
vocab,,0,黄昏,,dusk,,,huáng hūn
vocab,,0,恍然大悟,,to suddenly realize,,,huǎng rán dà wù
vocab,,0,挥霍,,to squander money,,,huī huò
vocab,,0,辉煌,,splendid,,,huī huáng
vocab,,0,回报,,(in) return,,,huí bào
vocab,,0,回避,,to shun,,,huí bì
vocab,,0,回顾,,to look back,,,huí gù
vocab,,0,回收,,to recycle,,,huí shōu
vocab,,0,悔恨,,remorse,,,huǐ hèn
vocab,,0,毁灭,,to perish,,,huǐ miè
vocab,,0,会晤,,to meet,,,huì wù
vocab,,0,汇报,,to report,,,huì bào
vocab,,0,贿赂,,to bribe,,,huì lù
vocab,,0,昏迷,,to lose consciousness,,,hūn mí
vocab,,0,浑身,,all over,,,hún shēn
vocab,,0,混合,,to mix,,,hùn hé
vocab,,0,混乱,,confusion,,,hùn luàn
vocab,,0,混淆,,to obscure,,,hùn xiáo
vocab,,0,混浊,,turbid,,,hùn zhuó
vocab,,0,活该,,(coll.) serve sb right,,,huó gāi
vocab,,0,活力,,energy,,,huó lì
vocab,,0,火箭,,rocket,,,huǒ jiàn
vocab,,0,火焰,,blaze,,,huǒ yàn
vocab,,0,火药,,gunpowder,,,huǒ yào
vocab,,0,货币,,currency,,,huò bì
vocab,,0,或许,,perhaps,,,huò xǔ
vocab,,0,基地,,base (of operations),,,jī dì
vocab,,0,基金,,fund,,,jī jīn
vocab,,0,基因,,gene (loanword),,,jī yīn
vocab,,0,机动,,locomotive,,,jī dòng
vocab,,0,机构,,mechanism,,,jī gòu
vocab,,0,机关,,mechanism,,,jī guān
vocab,,0,机灵,,clever,,,jī líng
vocab,,0,机密,,secret,,,jī mì
vocab,,0,机械,,machine,,,jī xiè
vocab,,0,机遇,,opportunity,,,jī yù
vocab,,0,机智,,quick-witted,,,jī zhì
vocab,,0,激发,,to arouse,,,jī fā
vocab,,0,激励,,to encourage,,,jī lì
vocab,,0,激情,,passion,,,jī qíng
vocab,,0,饥饿,,hunger,,,jī è
vocab,,0,讥笑,,to sneer,,,jī xiào
vocab,,0,极端,,extreme,,,jí duān
vocab,,0,极限,,limit,,,jí xiàn
vocab,,0,即便,,even if,,,jí biàn
vocab,,0,即将,,on the eve of,,,jí jiāng
vocab,,0,级别,,(military) rank,,,jí bié
vocab,,0,疾病,,disease,,,jí bìng
vocab,,0,嫉妒,,to be jealous,,,jí dù
vocab,,0,及早,,at the earliest possible time,,,jí zǎo
vocab,,0,急功近利,,seeking instant benefit (idiom); shortsighted vision,,,jí gōng jìn lì
vocab,,0,急剧,,rapid,,,jí jù
vocab,,0,急切,,eager,,,jí qiè
vocab,,0,急于求成,,anxious for quick results (idiom); to demand instant success,,,jí yú qiú chéng
vocab,,0,急躁,,irritable,,,jí zào
vocab,,0,籍贯,,one's native place,,,jí guàn
vocab,,0,集团,,group,,,jí tuán
vocab,,0,吉祥,,lucky,,,jí xiáng
vocab,,0,给予,,to accord,,,jǐ yǔ
vocab,,0,寄托,,to have sb look after sb,,,jì tuō
vocab,,0,继承,,to inherit,,,jì chéng
vocab,,0,继往开来,,to follow the past and herald the future (idiom); part of a historical transition,,,jì wǎng kāi lái
vocab,,0,记性,,memory,,,jì xìng
vocab,,0,记载,,to write down,,,jì zǎi
vocab,,0,季度,,quarter of a year,,,jì dù
vocab,,0,季军,,third in a race,,,jì jūn
vocab,,0,计较,,to bother about,,,jì jiào
vocab,,0,忌讳,,taboo,,,jì huì
vocab,,0,寂静,,quiet,,,jì jìng
vocab,,0,纪要,,minutes,,,jì yào
vocab,,0,技能,,technical ability,,,jì néng
vocab,,0,技巧,,skill,,,jì qiǎo
vocab,,0,迹象,,mark,,,jì xiàng
vocab,,0,家常,,the daily life of a family,,,jiā cháng
vocab,,0,家伙,,household dish,,,jiā huo
vocab,,0,家属,,family member,,,jiā shǔ
vocab,,0,家喻户晓,,understood by everyone (idiom); well known,,,jiā yù hù xiǎo
vocab,,0,加工,,to process,,,jiā gōng
vocab,,0,加剧,,to intensify,,,jiā jù
vocab,,0,佳肴,,fine food,,,jiā yáo
vocab,,0,夹杂,,to mix together (disparate substances),,,jiā zá
vocab,,0,假设,,suppose that...,,,jiǎ shè
vocab,,0,假使,,if,,,jiǎ shǐ
vocab,,0,坚定,,firm,,,jiān dìng
vocab,,0,坚固,,firm,,,jiān gù
vocab,,0,坚韧,,tough and durable,,,jiān rèn
vocab,,0,坚实,,firm and substantial,,,jiān shí
vocab,,0,坚硬,,hard,,,jiān yìng
vocab,,0,监督,,to control,,,jiān dū
vocab,,0,监视,,to monitor,,,jiān shì
vocab,,0,监狱,,prison,,,jiān yù
vocab,,0,尖端,,sharp pointed end,,,jiān duān
vocab,,0,艰难,,difficult,,,jiān nán
vocab,,0,兼职,,to hold concurrent posts,,,jiān zhí
vocab,,0,拣,,to choose,,,jiǎn
vocab,,0,剪彩,,to cut the ribbon (at a launching or opening ceremony),,,jiǎn cǎi
vocab,,0,检讨,,to examine or inspect,,,jiǎn tǎo
vocab,,0,检验,,to inspect,,,jiǎn yàn
vocab,,0,简化,,to simplify,,,jiǎn huà
vocab,,0,简陋,,simple and crude (of a room or building),,,jiǎn lòu
vocab,,0,简体字,,simplified Chinese character,,,jiǎn tǐ zì
vocab,,0,简要,,concise,,,jiǎn yào
vocab,,0,溅,,splash,,,jiàn
vocab,,0,鉴别,,to differentiate,,,jiàn bié
vocab,,0,鉴定,,to appraise,,,jiàn dìng
vocab,,0,鉴于,,in view of,,,jiàn yú
vocab,,0,间谍,,spy,,,jiàn dié
vocab,,0,间隔,,compartment,,,jiàn gé
vocab,,0,间接,,indirect,,,jiàn jiē
vocab,,0,见多识广,,experienced and knowledgeable (idiom),,,jiàn duō shí guǎng
vocab,,0,见解,,opinion,,,jiàn jiě
vocab,,0,见闻,,what one sees and hears,,,jiàn wén
vocab,,0,见义勇为,,to see what is right and act courageously (idiom,,,jiàn yì yǒng wéi
vocab,,0,健全,,robust,,,jiàn quán
vocab,,0,践踏,,to trample,,,jiàn tà
vocab,,0,舰艇,,warship,,,jiàn tǐng
vocab,,0,将近,,almost,,,jiāng jìn
vocab,,0,将军,,general,,,jiāng jūn
vocab,,0,僵硬,,stiff,,,jiāng yìng
vocab,,0,桨,,oar,,,jiǎng
vocab,,0,奖励,,to reward,,,jiǎng lì
vocab,,0,奖赏,,reward,,,jiǎng shǎng
vocab,,0,降临,,to descend to,,,jiàng lín
vocab,,0,交叉,,to cross,,,jiāo chā
vocab,,0,交代,,to hand over,,,jiāo dài
vocab,,0,交涉,,to negotiate,,,jiāo shè
vocab,,0,交往,,to associate,,,jiāo wǎng
vocab,,0,交易,,(business) transaction,,,jiāo yì
vocab,,0,焦点,,focus,,,jiāo diǎn
vocab,,0,焦急,,anxiety,,,jiāo jí
vocab,,0,娇气,,delicate,,,jiāo qì
vocab,,0,角落,,nook,,,jiǎo luò
vocab,,0,搅拌,,to stir,,,jiǎo bàn
vocab,,0,缴纳,,to pay (taxes etc),,,jiǎo nà
vocab,,0,教养,,to train,,,jiào yǎng
vocab,,0,较量,,to have a contest with sb,,,jiào liàng
vocab,,0,皆,,all,,,jiē
vocab,,0,接连,,on end,,,jiē lián
vocab,,0,阶层,,hierarchy,,,jiē céng
vocab,,0,揭发,,to expose,,,jiē fā
vocab,,0,揭露,,to expose,,,jiē lù
vocab,,0,节奏,,rhythm,,,jié zòu
vocab,,0,杰出,,outstanding,,,jié chū
vocab,,0,结晶,,crystallization,,,jié jīng
vocab,,0,结局,,conclusion,,,jié jú
vocab,,0,结算,,to settle a bill,,,jié suàn
vocab,,0,竭尽全力,,to spare no effort (idiom); to do one's utmost,,,jié jìn quán lì
vocab,,0,截至,,up to (a time),,,jié zhì
vocab,,0,解除,,to remove,,,jiě chú
vocab,,0,解雇,,to fire,,,jiě gù
vocab,,0,解剖,,to dissect (an animal),,,jiě pōu
vocab,,0,解散,,to dissolve,,,jiě sàn
vocab,,0,解体,,to break up into components,,,jiě tǐ
vocab,,0,借鉴,,to use other people's experience,,,jiè jiàn
vocab,,0,借助,,to draw support from,,,jiè zhù
vocab,,0,戒备,,to take precautions,,,jiè bèi
vocab,,0,界限,,boundary,,,jiè xiàn
vocab,,0,津津有味,,with keen interest pleasure (idiom); with gusto,,,jīn jīn yǒu wèi
vocab,,0,金融,,banking,,,jīn róng
vocab,,0,紧密,,inseparably close,,,jǐn mì
vocab,,0,紧迫,,pressing,,,jǐn pò
vocab,,0,尽快,,as quickly as possible,,,jǐn kuài
vocab,,0,锦绣前程,,bright future,,,jǐn xiù qián chéng
vocab,,0,进而,,and then (what follows next),,,jìn ér
vocab,,0,进攻,,to attack,,,jìn gōng
vocab,,0,进化,,evolution,,,jìn huà
vocab,,0,进展,,to make headway,,,jìn zhǎn
vocab,,0,近来,,recently,,,jìn lái
vocab,,0,近视,,shortsighted,,,jìn shì
vocab,,0,浸泡,,to steep,,,jìn pào
vocab,,0,晋升,,to promote to a higher position,,,jìn shēng
vocab,,0,劲头,,enthusiasm,,,jìn tóu
vocab,,0,茎,,stalk,,,jīng
vocab,,0,精打细算,,(saying) meticulous planning and careful accounting,,,jīng dǎ xì suàn
vocab,,0,精华,,best feature,,,jīng huá
vocab,,0,精简,,to simplify,,,jīng jiǎn
vocab,,0,精密,,accuracy,,,jīng mì
vocab,,0,精确,,accurate,,,jīng què
vocab,,0,精通,,proficient,,,jīng tōng
vocab,,0,精心,,with utmost care,,,jīng xīn
vocab,,0,精益求精,,to perfect sth that is already outstanding (idiom); constantly improving,,,jīng yì qiú jīng
vocab,,0,精致,,delicate,,,jīng zhì
vocab,,0,经费,,funds,,,jīng fèi
vocab,,0,经商,,to trade,,,jīng shāng
vocab,,0,经纬,,warp and woof,,,jīng wěi
vocab,,0,惊动,,alarm,,,jīng dòng
vocab,,0,惊奇,,to be amazed,,,jīng qí
vocab,,0,惊讶,,amazed,,,jīng yà
vocab,,0,兢兢业业,,cautious and conscientious,,,jīng jīng yè yè
vocab,,0,井,,a well,,,jǐng
vocab,,0,警告,,to warn,,,jǐng gào
vocab,,0,警惕,,to be on the alert,,,jǐng tì
vocab,,0,颈椎,,cervical vertebra,,,jǐng zhuī
vocab,,0,敬礼,,to salute,,,jìng lǐ
vocab,,0,境界,,boundary,,,jìng jiè
vocab,,0,竞赛,,race,,,jìng sài
vocab,,0,竞选,,to take part in an election,,,jìng xuǎn
vocab,,0,镜头,,camera lens,,,jìng tóu
vocab,,0,纠纷,,a dispute,,,jiū fēn
vocab,,0,纠正,,to correct,,,jiū zhèng
vocab,,0,酒精,,alcohol,,,jiǔ jīng
vocab,,0,救济,,emergency relief,,,jiù jì
vocab,,0,就近,,nearby,,,jiù jìn
vocab,,0,就业,,looking for employment,,,jiù yè
vocab,,0,就职,,to take office,,,jiù zhí
vocab,,0,鞠躬,,to bow,,,jū gōng
vocab,,0,拘留,,to detain (a prisoner),,,jū liú
vocab,,0,拘束,,to restrict,,,jū shù
vocab,,0,居住,,to reside,,,jū zhù
vocab,,0,局部,,part,,,jú bù
vocab,,0,局面,,aspect,,,jú miàn
vocab,,0,局势,,situation,,,jú shì
vocab,,0,局限,,to limit,,,jú xiàn
vocab,,0,举动,,act,,,jǔ dòng
vocab,,0,举世闻名,,(saying) world famous,,,jǔ shì wén míng
vocab,,0,举世瞩目,,to receive worldwide attention,,,jǔ shì zhǔ mù
vocab,,0,举足轻重,,a foot's move sways the balance (idiom); to hold the balance of power,,,jǔ zú qīng zhòng
vocab,,0,咀嚼,,to chew,,,jǔ jué
vocab,,0,沮丧,,dispirited,,,jǔ sàng
vocab,,0,剧本,,script for play,,,jù běn
vocab,,0,剧烈,,violent,,,jù liè
vocab,,0,聚精会神,,to concentrate one's attention (idiom),,,jù jīng huì shén
vocab,,0,据悉,,according to reports,,,jù xī
vocab,,0,决策,,strategic decision,,,jué cè
vocab,,0,觉悟,,consciousness,,,jué wù
vocab,,0,觉醒,,to awaken,,,jué xǐng
vocab,,0,绝望,,desperation,,,jué wàng
vocab,,0,军队,,army troops,,,jūn duì
vocab,,0,卡通,,cartoon,,,kǎ tōng
vocab,,0,开采,,to extract (ore or other resource from a mine),,,kāi cǎi
vocab,,0,开除,,to expel,,,kāi chú
vocab,,0,开阔,,wide,,,kāi kuò
vocab,,0,开朗,,spacious and well-lit,,,kāi lǎng
vocab,,0,开明,,enlightened,,,kāi míng
vocab,,0,开辟,,to open up,,,kāi pì
vocab,,0,开水,,boiled water,,,kāi shuǐ
vocab,,0,开拓,,to break new ground (for agriculture),,,kāi tuò
vocab,,0,开展,,(begin to) develop,,,kāi zhǎn
